geneid,log2FoldChange,padj_a,diff.log2.fc,padj_b,label
ENSMUSG00000025487,-0.226677707,0.043237947,-0.256688193,0.000489779,
ENSMUSG00000022437,-0.226834456,1.57E-11,-0.402447887,0.001412538,
ENSMUSG00000027860,-0.228161565,0.000329095,1.827017478,8.51E-08,
ENSMUSG00000033020,-0.228246155,4.39E-17,-0.566050227,0.000102329,
ENSMUSG00000022451,-0.228286751,3.71E-23,-0.21797158,1.38E-06,
ENSMUSG00000033272,-0.228339965,1.02E-14,-0.53222393,0.000323594,
ENSMUSG00000018821,-0.228433755,3.18E-08,0.478323613,0.000112202,
ENSMUSG00000024231,-0.228689776,0.013335333,0.357274285,0.006025596,
ENSMUSG00000103409,-0.229241861,0.274639323,-3.189948564,0.000933254,
ENSMUSG00000028703,-0.229545264,0.002183296,-0.094960892,0.002630268,
ENSMUSG00000061436,-0.232805287,0.361755942,0.132845153,1.95E-08,
ENSMUSG00000021408,-0.233133485,0.000916934,0.462269693,5.13E-06,
ENSMUSG00000014599,-0.233235521,4.73E-33,0.443800689,0.003630781,
ENSMUSG00000065990,-0.234791945,1.29E-05,-0.091211634,0.001380384,
ENSMUSG00000030689,-0.235102288,1.22E-18,-0.446305063,0.0001,
ENSMUSG00000041997,-0.235351856,9.91E-05,0.350160774,0.000436516,
ENSMUSG00000020079,-0.235661891,3.43E-05,-0.163673732,0.00851138,
ENSMUSG00000024560,-0.235670969,0.070284344,-1.279825887,0.00691831,
ENSMUSG00000034345,-0.23625208,1.57E-06,-0.141104112,1.26E-16,
ENSMUSG00000048376,-0.236751089,1.37E-17,-0.538161733,3.98E-36,
ENSMUSG00000024212,-0.236916647,4.22E-06,-0.213642693,0.001819701,
ENSMUSG00000039849,-0.237366193,6.76E-06,-0.766731461,7.08E-08,
ENSMUSG00000031422,-0.238995905,2.41E-09,-0.252084156,5.01E-22,
ENSMUSG00000020325,-0.239067061,0.039027813,-0.430211494,5.25E-05,
ENSMUSG00000079509,-0.239456954,0.000341451,0.022519689,0.006456542,
ENSMUSG00000028696,-0.239611228,0.014239775,-0.626875729,0.008912509,
ENSMUSG00000070605,-0.240068078,0.409623226,1.525213135,0.005888437,
ENSMUSG00000029507,-0.241262701,6.44E-11,0.463935308,0.00676083,
ENSMUSG00000061136,-0.242156495,1.81E-16,0.328180536,6.31E-06,
ENSMUSG00000071180,-0.242170518,0.001224254,0.824872141,0.000109648,
ENSMUSG00000026739,-0.242638126,5.38E-24,0.991894946,0.000109648,
ENSMUSG00000029777,-0.243196504,1.46E-07,0.100703267,3.80E-06,
ENSMUSG00000036751,-0.243351841,0.001380377,-0.147493967,1.58E-18,
ENSMUSG00000020687,-0.244299399,2.79E-07,1.258231884,0.0000001,
ENSMUSG00000022820,-0.244522386,0.001742733,0.547816633,5.75E-05,
ENSMUSG00000007815,-0.245099664,1.52E-10,-0.364579843,0.00676083,
ENSMUSG00000037503,-0.24549853,2.14E-22,-0.224580786,2.45E-09,
ENSMUSG00000017778,-0.246631027,0.00053046,-0.167493263,0.000851138,
ENSMUSG00000045969,-0.247227746,4.17E-06,0.265262059,0.004570882,
ENSMUSG00000031732,-0.247388465,0.001008992,0.430298483,0.004365158,
ENSMUSG00000022855,-0.249027301,7.16E-14,-1.867572855,0.007585776,
ENSMUSG00000003360,-0.251100665,2.32E-05,-0.034531071,3.39E-05,
ENSMUSG00000026103,-0.251496417,3.05E-11,1.014854463,0.005888437,
ENSMUSG00000042515,-0.251521127,1.87E-06,-0.209562796,0.000794328,
ENSMUSG00000074994,-0.252612945,5.50E-17,0.827784916,0.000151356,
ENSMUSG00000037742,-0.253993718,2.30E-38,-0.176957082,1.66E-06,
ENSMUSG00000015755,-0.254109688,0.009525888,-0.352734425,0.003890451,
ENSMUSG00000022452,-0.254343935,3.81E-05,-0.028797749,0.000436516,
ENSMUSG00000021215,-0.254885047,0.001935262,1.295632323,0.000630957,
ENSMUSG00000024370,-0.257113314,7.55E-12,2.251377175,0.000114815,
ENSMUSG00000028099,-0.257294853,1.04E-09,0.875203187,0.004897788,
ENSMUSG00000001847,-0.260403334,7.82E-26,-0.549559527,0.002398833,
ENSMUSG00000027940,-0.261102176,4.20E-11,0.320898714,1.26E-45,
ENSMUSG00000035530,-0.263070487,1.06E-08,0.005960702,6.31E-16,
ENSMUSG00000027395,-0.264529712,0.001082126,0.022379349,0.002089296,
ENSMUSG00000041444,-0.266215196,0.012387165,0.812150149,0.00057544,
ENSMUSG00000061950,-0.266339367,1.23E-07,0.18034894,0.000467735,
ENSMUSG00000024145,-0.266602059,9.65E-07,1.547151611,3.98E-14,
ENSMUSG00000024889,-0.268557829,1.60E-08,-0.236827626,0.001737801,
ENSMUSG00000043903,-0.268818969,0.09446322,0.296631963,0.000001,
ENSMUSG00000024132,-0.26916462,0.013927042,-0.01851206,0.000933254,
ENSMUSG00000042460,-0.269924279,1.35E-06,1.055167465,1.58E-05,
ENSMUSG00000035413,-0.270013169,1.70E-05,0.249860501,0.003311311,
ENSMUSG00000002768,-0.270373025,1.18E-06,0.476255122,0.000630957,
ENSMUSG00000029034,-0.270412217,0.000173696,0.068273906,0.006456542,
ENSMUSG00000059534,-0.270470691,0.00063916,-0.109037028,0.002570396,
ENSMUSG00000031392,-0.271717718,1.14E-08,-0.509065636,1.58E-13,
ENSMUSG00000024759,-0.271890573,5.41E-08,-0.232536995,3.55E-09,
ENSMUSG00000021540,-0.271979393,0.007753724,-0.156213709,0.000870964,
ENSMUSG00000056131,-0.274206868,0.01479235,-1.010632764,0.000616595,
ENSMUSG00000057406,-0.27429682,3.02E-26,-0.451242908,0.007943282,
ENSMUSG00000039191,-0.274847547,1.40E-06,1.463178701,0.002290868,
ENSMUSG00000001380,-0.275606625,3.39E-20,-0.184135772,0.001023293,
ENSMUSG00000029860,-0.276119275,0.000268324,0.244959683,2.95E-05,
ENSMUSG00000034194,-0.276468228,7.93E-10,0.144073455,0.000234423,
ENSMUSG00000029471,-0.277085044,7.15E-06,0.205905264,0.004677351,
ENSMUSG00000042594,-0.277318538,2.44E-05,0.02530003,1.48E-05,
ENSMUSG00000049775,-0.277401657,0.010635524,0.038855247,3.98E-14,
ENSMUSG00000031207,-0.277532329,3.73E-07,0.129925366,1.58E-14,
ENSMUSG00000117123,-0.278445766,0.001255745,1.290731554,6.17E-05,
ENSMUSG00000041130,-0.279027172,0.001210524,0.473722215,0.007943282,
ENSMUSG00000010047,-0.279441555,0.047792027,0.199387476,0.000269153,
ENSMUSG00000022394,-0.279698277,2.28E-13,-0.07068639,0.002951209,
ENSMUSG00000116564,-0.280021558,1.60E-10,0.61969713,0.007079458,
ENSMUSG00000001435,-0.280066257,2.53E-10,-0.086570001,0.000354813,
ENSMUSG00000034201,-0.280924902,2.00E-05,-0.049264628,1.20E-06,
ENSMUSG00000025228,-0.282177979,3.53E-13,0.245784359,1.58E-11,
ENSMUSG00000043542,-0.282324141,0.001628887,-0.343320779,0.009120108,
ENSMUSG00000045252,-0.283120824,0.031118175,-1.170798945,0.007585776,
ENSMUSG00000027540,-0.284822327,3.80E-06,-0.585273286,0.005623413,
ENSMUSG00000002602,-0.284850872,1.52E-07,-0.228498799,0.003981072,
ENSMUSG00000046380,-0.285367468,0.016879908,0.09000133,0.005248075,
ENSMUSG00000024098,-0.285772777,0.004356306,-0.678544526,2.95E-06,
ENSMUSG00000030615,-0.286706533,8.76E-07,-0.370809717,0.000758578,
ENSMUSG00000042487,-0.287637357,0.000116009,-0.588727024,0.001513561,
ENSMUSG00000022682,-0.288487856,0.000114141,0.04574632,5.01E-05,
ENSMUSG00000027425,-0.288764051,9.16E-14,1.077177298,0.000446684,
ENSMUSG00000002741,-0.289483205,9.77E-07,0.529299154,0.000851138,
ENSMUSG00000036822,-0.289804386,4.29E-11,0.273062401,2.40E-09,
ENSMUSG00000030245,-0.291635152,1.64E-23,-0.606234275,4.79E-07,
ENSMUSG00000031935,-0.29252858,0.003197788,1.965873788,2.75E-09,
ENSMUSG00000019779,-0.294205751,9.79E-10,-0.861572545,0.00042658,
ENSMUSG00000031540,-0.2960679,0.005160049,-0.270347498,0.000891251,
ENSMUSG00000042821,-0.296997171,0.000223052,1.57637465,2.19E-05,
ENSMUSG00000049823,-0.297318048,0.000922733,0.094112898,3.31E-05,
ENSMUSG00000033184,-0.297666537,0.00033041,-0.516277782,2.88E-10,
ENSMUSG00000002797,-0.297907142,0.004902411,-0.703884887,0.001412538,
ENSMUSG00000020454,-0.297996036,1.23E-12,1.323677066,0.000128825,
ENSMUSG00000021040,-0.301988346,0.381477063,0.712593593,0.000114815,
ENSMUSG00000024639,-0.302159792,0.003097333,-0.340773825,0.000416869,
ENSMUSG00000020677,-0.304043476,3.61E-12,0.47158407,6.61E-06,
ENSMUSG00000063049,-0.304652456,0.034551053,1.256474834,0.000295121,
ENSMUSG00000028796,-0.304731666,2.04E-14,-0.512696156,1.29E-08,
ENSMUSG00000020900,-0.304895742,6.84E-05,-0.568547759,5.37E-05,
ENSMUSG00000000184,-0.305192814,7.63E-06,-0.646470817,9.55E-07,
ENSMUSG00000030619,-0.305871012,7.71E-22,-1.009537289,0.006606934,
ENSMUSG00000078768,-0.306290455,0.177226185,1.309099949,1.00E-11,
ENSMUSG00000005779,-0.306444979,4.27E-16,0.507912331,0.001659587,
ENSMUSG00000020476,-0.306687398,3.39E-05,0.371830181,0.001258925,
ENSMUSG00000020022,-0.309334191,2.47E-19,0.255636394,0.00001,
ENSMUSG00000037533,-0.309447356,2.39E-07,-0.869228367,0.003890451,
ENSMUSG00000058835,-0.309766974,2.00E-08,0.791726457,0.003981072,
ENSMUSG00000032481,-0.310111639,1.51E-11,0.562838742,0.00057544,
ENSMUSG00000032185,-0.310475291,6.76E-19,-0.211784024,0.000239883,
ENSMUSG00000110588,-0.31329533,0.245668152,-0.034702403,0.007943282,
ENSMUSG00000068220,-0.314015049,7.91E-15,-0.276420534,2.51E-26,
ENSMUSG00000003119,-0.314386378,0.00126578,0.823279578,0.009120108,
ENSMUSG00000031609,-0.314977265,0.005446774,-0.595738805,0.002691535,
ENSMUSG00000003813,-0.317988439,2.66E-06,0.517191925,0.000190546,
ENSMUSG00000036309,-0.318799173,1.37E-05,-0.208266934,0.003388442,
ENSMUSG00000030970,-0.321274941,1.57E-12,0.528795188,0.00724436,
ENSMUSG00000025353,-0.322638588,1.64E-06,-1.087502625,0.00047863,
ENSMUSG00000029635,-0.323176734,3.64E-14,-1.42346525,0.001258925,
ENSMUSG00000020946,-0.324200764,9.03E-16,-0.135939941,1.86E-09,
ENSMUSG00000056515,-0.324258054,0.001840928,-0.313189706,0.000794328,
ENSMUSG00000046020,-0.324447832,0.001215737,-0.410250666,7.94E-11,
ENSMUSG00000030649,-0.324958506,4.59E-06,-0.255484503,0.003235937,
ENSMUSG00000002881,-0.329887149,1.59E-27,0.022469307,0.000398107,
ENSMUSG00000042541,-0.330298458,8.32E-12,0.390135771,1.26E-11,
ENSMUSG00000001288,-0.331225912,7.76E-06,1.679855705,0.00724436,
ENSMUSG00000024309,-0.331734229,1.45E-20,0.438027555,0.000281838,
ENSMUSG00000003355,-0.33398665,5.25E-06,0.194345435,0.007585776,
ENSMUSG00000024283,-0.334289259,0.000386248,0.389968032,1.48E-05,
ENSMUSG00000036676,-0.334534643,0.009272422,0.464711986,5.50E-07,
ENSMUSG00000039841,-0.335023796,0.000250502,0.712551096,4.17E-06,
ENSMUSG00000039323,-0.336953183,3.90E-08,-0.148198722,1.95E-06,
ENSMUSG00000048039,-0.337047935,2.46E-10,0.546699771,0.001348963,
ENSMUSG00000023991,-0.338147079,3.28E-09,-0.068865235,8.91E-06,
ENSMUSG00000068566,-0.338917365,0.121984468,0.16517546,3.47E-06,
ENSMUSG00000044709,-0.33996513,2.54E-10,1.310932523,9.33E-05,
ENSMUSG00000060739,-0.340058868,3.63E-13,-0.0231941,3.16E-31,
ENSMUSG00000027248,-0.34006372,0.000115059,0.607295149,2.00E-08,
ENSMUSG00000016757,-0.340390778,8.14E-15,-0.075800002,0.002290868,
ENSMUSG00000027806,-0.340982262,3.09E-10,-0.21392004,0.002238721,
ENSMUSG00000003308,-0.341781284,3.34E-05,-0.312803122,3.39E-05,
ENSMUSG00000041995,-0.341790223,2.20E-08,1.941312579,0.000141254,
ENSMUSG00000020564,-0.342530997,6.28E-12,1.168298173,0.008128305,
ENSMUSG00000022911,-0.344303891,2.46E-07,1.385941108,0.000457088,
ENSMUSG00000023852,-0.347082418,5.99E-17,0.847357862,1.26E-13,
ENSMUSG00000029186,-0.348208623,8.97E-07,-0.371892238,0.00676083,
ENSMUSG00000046441,-0.351574166,0.00223755,-0.297706898,0.004786301,
ENSMUSG00000047710,-0.351674945,4.10E-05,1.077749376,6.46E-09,
ENSMUSG00000029518,-0.35197067,1.05E-10,0.125816999,0.000776247,
ENSMUSG00000044098,-0.352835056,0.020768447,1.650577855,6.76E-05,
ENSMUSG00000039148,-0.353432423,5.89E-06,0.342565791,0.001023293,
ENSMUSG00000042572,-0.354525956,2.18E-07,0.549411271,3.16E-14,
ENSMUSG00000058230,-0.354948999,1.51E-08,-0.0238924,3.98E-09,
ENSMUSG00000026558,-0.355276521,2.88E-44,-0.126382796,1.66E-05,
ENSMUSG00000001910,-0.355851543,7.23E-20,-0.367144016,2.51E-11,
ENSMUSG00000020483,-0.356387111,5.87E-09,0.00889299,0.004897788,
ENSMUSG00000031904,-0.356641986,1.36E-06,0.48102683,0.000323594,
ENSMUSG00000029328,-0.359034758,0.003039715,0.39885785,9.77E-06,
ENSMUSG00000028484,-0.360333076,5.53E-39,-0.393102249,0.000213796,
ENSMUSG00000033047,-0.361456871,1.73E-27,0.171720755,0.001905461,
ENSMUSG00000041632,-0.362463268,2.55E-13,0.138669638,0.008317638,
ENSMUSG00000051323,-0.362595774,0.000213319,-0.348512732,5.50E-05,
ENSMUSG00000057594,-0.363085483,4.34E-08,1.385903781,2.63E-05,
ENSMUSG00000072235,-0.363355263,4.33E-05,-0.231242487,1.58E-18,
ENSMUSG00000035397,-0.363669818,1.63E-17,-0.714304184,0.000524807,
ENSMUSG00000029090,-0.363690054,0.000101324,0.63051571,0.00074131,
ENSMUSG00000070639,-0.363773475,7.41E-10,0.29099148,0.002754229,
ENSMUSG00000044337,-0.364683456,6.71E-14,0.641828295,0.00060256,
ENSMUSG00000004268,-0.364822953,1.11E-21,2.445485187,1.70E-10,
ENSMUSG00000032898,-0.365194503,0.001182575,-0.533319916,0.000112202,
ENSMUSG00000030432,-0.36548037,5.41E-30,-0.232380681,2.00E-27,
ENSMUSG00000026922,-0.365909254,0.002647723,-0.255547514,0.00724436,
ENSMUSG00000025077,-0.366150981,1.82E-05,1.23554355,0.004786301,
ENSMUSG00000044147,-0.366315176,1.82E-22,-0.52429111,0.005754399,
ENSMUSG00000027200,-0.367513382,5.23E-07,1.056800952,0.000204174,
ENSMUSG00000040102,-0.368183156,0.000446054,-0.932361919,0.000107152,
ENSMUSG00000042331,-0.368449782,7.42E-12,0.75302487,2.57E-06,
ENSMUSG00000049090,-0.369963311,6.68E-15,-0.325178667,0.001949845,
ENSMUSG00000096188,-0.370008198,3.84E-15,-0.849440873,0.000223872,
ENSMUSG00000032244,-0.370338062,1.33E-06,1.268548983,1.38E-07,
ENSMUSG00000021360,-0.371442271,2.79E-08,0.470602899,0.001318257,
ENSMUSG00000030471,-0.371996567,0.000214636,0.905028748,4.37E-07,
ENSMUSG00000027351,-0.372852652,1.83E-09,0.512983696,0.002511886,
ENSMUSG00000050555,-0.374579038,4.66E-12,1.088665177,2.57E-06,
ENSMUSG00000021054,-0.375313341,4.61E-20,0.17242825,0.001258925,
ENSMUSG00000020691,-0.376524849,2.79E-05,-0.154594139,0.001318257,
ENSMUSG00000019854,-0.378656564,6.38E-08,-0.151875839,0.001071519,
ENSMUSG00000031386,-0.378848528,0.000118656,-0.305974388,4.57E-09,
ENSMUSG00000029346,-0.380312471,0.074293954,0.525246267,0.000323594,
ENSMUSG00000008690,-0.383110318,1.21E-09,-0.6121134,2.24E-06,
ENSMUSG00000041216,-0.383472401,0.062289602,3.039757521,0.00724436,
ENSMUSG00000018974,-0.383982786,4.60E-16,0.146961569,0.00676083,
ENSMUSG00000032902,-0.385836122,1.88E-07,0.56359689,2.40E-07,
ENSMUSG00000020256,-0.385844585,3.22E-15,0.133028395,2.40E-05,
ENSMUSG00000079480,-0.386796215,8.79E-05,0.656520115,0.004786301,
ENSMUSG00000044763,-0.387097455,0.000412719,0.763592254,0.000346737,
ENSMUSG00000034998,-0.38874298,3.32E-12,0.515218467,0.001174898,
ENSMUSG00000068739,-0.388973065,7.80E-08,0.351475396,1.02E-05,
ENSMUSG00000025162,-0.390793104,1.51E-05,0.246099199,7.94E-05,
ENSMUSG00000081534,-0.391161182,4.15E-28,-0.167312745,0.002884032,
ENSMUSG00000028497,-0.391266108,1.34E-08,1.726616345,3.98E-08,
ENSMUSG00000039168,-0.392022742,2.59E-35,-1.079226869,3.16E-50,
ENSMUSG00000049672,-0.392403796,5.26E-07,1.096575988,0.00018197,
ENSMUSG00000004768,-0.393134791,1.72E-08,-0.350660088,0.008317638,
ENSMUSG00000031823,-0.393408656,2.90E-05,0.374237957,0.000223872,
ENSMUSG00000056737,-0.396063727,8.28E-09,-0.346675382,0.008912509,
ENSMUSG00000026275,-0.397929119,1.01E-27,0.0200743,3.72E-06,
ENSMUSG00000044150,-0.398648822,0.00014637,1.681292416,7.94E-37,
ENSMUSG00000038582,-0.398782503,0.000824244,-0.335191976,1.12E-05,
ENSMUSG00000071256,-0.399668025,1.83E-07,-0.274971313,5.89E-07,
ENSMUSG00000031311,-0.400457105,1.60E-47,0.013470666,0.008317638,
ENSMUSG00000019960,-0.401265374,9.04E-06,-0.588660154,0.004365158,
ENSMUSG00000039903,-0.403502119,0.000634579,1.326447309,0.000281838,
ENSMUSG00000049764,-0.403670736,1.44E-11,0.954071564,4.47E-08,
ENSMUSG00000005846,-0.404420345,1.25E-35,0.875265837,3.16E-12,
ENSMUSG00000046873,-0.404965422,0.010546198,-1.863939828,0.005623413,
ENSMUSG00000029203,-0.407230391,8.79E-30,1.27611962,0.001862087,
ENSMUSG00000057346,-0.407890315,0.03262233,1.256788873,0.00017378,
ENSMUSG00000037674,-0.40942028,1.94E-06,1.123601881,5.01E-12,
ENSMUSG00000020527,-0.409811149,0.002070214,0.548377525,0.002344229,
ENSMUSG00000046139,-0.41108435,6.35E-11,1.86318344,5.13E-05,
ENSMUSG00000030610,-0.412786798,0.000142746,-0.513857941,1.82E-07,
ENSMUSG00000050697,-0.414402411,1.77E-08,-0.055700077,0.00042658,
ENSMUSG00000036097,-0.414702234,0.000391285,1.209031405,7.94E-07,
ENSMUSG00000035772,-0.416330163,2.77E-32,1.42853875,5.01E-12,
ENSMUSG00000048997,-0.419523053,0.0202918,-0.941413686,2.29E-06,
ENSMUSG00000035311,-0.420503799,2.44E-09,1.554393249,1.86E-05,
ENSMUSG00000038481,-0.420872898,0.000998967,0.852441566,1.70E-05,
ENSMUSG00000028266,-0.420921354,1.99E-16,0.299306979,0.007585776,
ENSMUSG00000022193,-0.421066175,1.11E-13,-0.297619279,6.92E-05,
ENSMUSG00000035274,-0.421522706,0.00123956,-0.620218436,0.002137962,
ENSMUSG00000042694,-0.423779717,0.000709224,0.31566082,2.63E-07,
ENSMUSG00000019831,-0.424058059,1.18E-10,-0.551917319,0.001778279,
ENSMUSG00000030138,-0.430307645,1.92E-06,-0.02006502,0.000151356,
ENSMUSG00000037608,-0.430517945,1.87E-10,1.387136109,2.04E-05,
ENSMUSG00000022721,-0.430532664,4.48E-07,0.001481829,2.04E-06,
ENSMUSG00000007656,-0.431541883,3.96E-15,0.104314927,0.007943282,
ENSMUSG00000034826,-0.432316538,3.96E-20,1.272484392,0.00616595,
ENSMUSG00000038398,-0.433951261,1.03E-14,-0.160720515,0.002454709,
ENSMUSG00000023944,-0.434059798,2.45E-17,-0.295653408,1.00E-304,
ENSMUSG00000010376,-0.436432351,2.45E-08,0.398583077,0.00676083,
ENSMUSG00000063235,-0.437727442,1.65E-07,-0.927315473,4.37E-08,
ENSMUSG00000019978,-0.438357538,7.45E-14,0.560161319,1.74E-08,
ENSMUSG00000021111,-0.440012678,3.21E-14,0.492699666,2.57E-07,
ENSMUSG00000025967,-0.441280027,2.09E-31,0.773954363,0.001659587,
ENSMUSG00000073838,-0.441475942,1.83E-05,-0.311469553,1.26E-13,
ENSMUSG00000034667,-0.446151885,8.87E-09,-0.773873245,0.007413102,
ENSMUSG00000089774,-0.446442662,1.79E-13,1.235723689,0.003890451,
ENSMUSG00000031149,-0.446862451,1.10E-15,0.016881644,1.38E-09,
ENSMUSG00000028967,-0.447203895,4.60E-12,1.638640712,8.91E-07,
ENSMUSG00000039741,-0.448252771,2.49E-09,-0.363681015,0.000218776,
ENSMUSG00000034544,-0.448795372,3.06E-08,0.54062907,0.002041738,
ENSMUSG00000032014,-0.448944231,4.29E-09,-0.42162467,0.008128305,
ENSMUSG00000029404,-0.449239518,4.92E-06,-0.094135723,0.000371535,
ENSMUSG00000092118,-0.449615139,0.014206612,1.31104038,0.007943282,
ENSMUSG00000090000,-0.449933716,3.80E-07,1.194271348,0.000758578,
ENSMUSG00000044350,-0.450660262,4.56E-07,-1.030536071,0.00020893,
ENSMUSG00000066735,-0.450896933,1.05E-09,0.345167139,0.003715352,
ENSMUSG00000091474,-0.45132954,0.00107234,1.314241181,1.02E-09,
ENSMUSG00000034932,-0.452423046,1.70E-21,0.607882933,0.007762471,
ENSMUSG00000028820,-0.452840458,4.33E-28,-0.374994044,4.57E-08,
ENSMUSG00000041629,-0.45332389,8.74E-15,-0.01326572,0.000354813,
ENSMUSG00000032249,-0.453631771,6.06E-18,0.571703228,1.02E-06,
ENSMUSG00000022992,-0.453766001,4.35E-07,1.431345626,2.00E-14,
ENSMUSG00000027611,-0.456770722,5.65E-06,-1.231256941,2.14E-05,
ENSMUSG00000029580,-0.458280285,3.66E-95,0.412328811,3.16E-14,
ENSMUSG00000054452,-0.45883906,2.93E-22,-0.235747074,0.000457088,
ENSMUSG00000003208,-0.458896203,0.000287621,0.07169206,0.005011872,
ENSMUSG00000038014,-0.45934621,9.60E-11,0.125459129,0.002454709,
ENSMUSG00000030067,-0.460081912,1.37E-16,1.05268078,0.008317638,
ENSMUSG00000019997,-0.461335084,6.09E-07,1.852278111,5.01E-13,
ENSMUSG00000059586,-0.461554155,1.56E-08,-0.556456731,0.003162278,
ENSMUSG00000061032,-0.466001919,3.47E-10,0.382687366,0.000588844,
ENSMUSG00000029405,-0.469151257,3.92E-26,0.169319013,0.007413102,
ENSMUSG00000004455,-0.469721088,2.56E-24,-0.374084155,0.000512861,
ENSMUSG00000061244,-0.469789732,8.88E-13,0.995627635,1.41E-05,
ENSMUSG00000026035,-0.469986943,8.63E-12,0.621926513,0.008709636,
ENSMUSG00000031984,-0.470135877,2.35E-16,0.353870976,0.000151356,
ENSMUSG00000062580,-0.471655397,1.90E-22,-0.071936509,8.71E-07,
ENSMUSG00000031633,-0.473960267,4.33E-51,0.061983439,7.94E-23,
ENSMUSG00000032932,-0.474364349,0.000224416,0.252977903,0.003311311,
ENSMUSG00000051034,-0.47481293,0.00331419,2.438657625,8.71E-05,
ENSMUSG00000036990,-0.477758678,0.000196551,0.647104697,2.51E-14,
ENSMUSG00000030879,-0.47860099,1.49E-14,0.070981816,0.000512861,
ENSMUSG00000057110,-0.479235308,1.40E-10,1.891224706,7.94E-10,
ENSMUSG00000004264,-0.48085118,1.13E-28,-0.2312363,5.01E-07,
ENSMUSG00000037104,-0.482098905,0.000175067,1.664272916,0.000109648,
ENSMUSG00000000326,-0.483640583,8.79E-09,0.745625033,0.008709636,
ENSMUSG00000029642,-0.484691967,4.08E-06,1.179499935,0.004786301,
ENSMUSG00000020381,-0.484837395,0.022430551,-0.430942141,0.001698244,
ENSMUSG00000020124,-0.48522949,5.70E-16,0.404298269,0.001819701,
ENSMUSG00000005667,-0.486345589,2.65E-34,-0.079410938,0.005011872,
ENSMUSG00000020519,-0.489745237,1.09E-06,0.555919962,0.002951209,
ENSMUSG00000024824,-0.49025838,5.86E-32,-0.324085362,0.000398107,
ENSMUSG00000022607,-0.492225278,3.07E-10,0.599492731,4.17E-05,
ENSMUSG00000032714,-0.492663668,1.10E-06,1.997103765,3.98E-13,
ENSMUSG00000038965,-0.494156084,4.20E-13,0.484903915,0.004897788,
ENSMUSG00000032977,-0.496599314,7.91E-15,0.1725577,2.63E-05,
ENSMUSG00000079478,-0.499456134,0.481793667,-0.495013696,0.000676083,
ENSMUSG00000038331,-0.501397065,0.004784442,1.094672763,0.003890451,
ENSMUSG00000079641,-0.506962015,2.86E-13,-0.475887771,3.98E-44,
ENSMUSG00000025782,-0.50856457,6.27E-08,0.126217005,0.002041738,
ENSMUSG00000043207,-0.509975746,1.04E-06,1.676154492,1.74E-05,
ENSMUSG00000039813,-0.510368624,0.014028796,-2.148685914,0.005754399,
ENSMUSG00000032501,-0.513441711,6.43E-13,0.795166265,7.94E-12,
ENSMUSG00000029048,-0.516465297,4.96E-09,-0.270158779,0.005370318,
ENSMUSG00000058503,-0.519066845,3.34E-08,-0.15528001,0.008912509,
ENSMUSG00000075284,-0.519121372,2.96E-18,-0.523544955,0.00691831,
ENSMUSG00000032575,-0.520651056,2.67E-10,-2.052734098,0.007943282,
ENSMUSG00000031575,-0.522128892,2.79E-19,-0.858174277,0.001380384,
ENSMUSG00000004100,-0.522806266,1.31E-14,0.141130426,0.001148154,
ENSMUSG00000030662,-0.523256717,2.29E-32,0.328933707,1.35E-05,
ENSMUSG00000001020,-0.523802615,9.18E-25,0.119058246,0,
ENSMUSG00000074656,-0.525109085,9.76E-45,-0.032728297,0.002187762,
ENSMUSG00000021374,-0.525563589,1.19E-10,1.47145616,2.14E-08,
ENSMUSG00000057322,-0.530164155,2.07E-21,0.491067591,3.16E-29,
ENSMUSG00000036825,-0.53092825,9.93E-08,-0.796066609,5.75E-07,
ENSMUSG00000041360,-0.531396535,7.67E-33,-0.019655581,0.003162278,
ENSMUSG00000043872,-0.533338,1.83E-09,1.148943531,1.35E-06,
ENSMUSG00000032231,-0.534879974,7.29E-54,0.563412946,0.001348963,
ENSMUSG00000017009,-0.535921074,1.15E-09,0.136822931,0.004073803,
ENSMUSG00000019849,-0.53752204,4.44E-14,0.229859242,8.13E-06,
ENSMUSG00000030609,-0.537961639,1.64E-07,-0.186818462,1.95E-07,
ENSMUSG00000026377,-0.538363923,1.08E-29,-0.043470405,0.002187762,
ENSMUSG00000027361,-0.538842341,7.72E-07,1.058459222,0.000562341,
ENSMUSG00000070493,-0.540080971,1.02E-08,0.16037433,0.000147911,
ENSMUSG00000050199,-0.540102791,1.57E-11,0.941926685,0.000467735,
ENSMUSG00000021840,-0.541155698,2.01E-07,0.037246171,9.33E-07,
ENSMUSG00000045128,-0.542914773,2.01E-34,-0.120747622,1.00E-13,
ENSMUSG00000034781,-0.543028657,4.37E-13,-1.106131016,3.16E-26,
ENSMUSG00000000561,-0.549307284,1.70E-08,0.468530282,3.47E-05,
ENSMUSG00000031924,-0.549807602,1.40E-16,-0.385060845,1.05E-08,
ENSMUSG00000063787,-0.551530137,4.03E-11,0.487285622,0.001778279,
ENSMUSG00000003072,-0.552885233,2.02E-10,-0.229003564,5.01E-12,
ENSMUSG00000040463,-0.554927227,1.42E-14,0.105441077,8.91E-07,
ENSMUSG00000040339,-0.556439481,7.89E-17,-0.932420993,0.00851138,
ENSMUSG00000005198,-0.556542991,9.86E-07,-0.011720821,1.00E-106,
ENSMUSG00000019866,-0.557314584,2.40E-09,-0.397490768,0.005370318,
ENSMUSG00000027201,-0.557496596,3.70E-14,0.379303246,0.009120108,
